Title,ID,Date of release,Genre,Cast,Crew-writers,Crew-director,Plot summary,IMDB Rating,IMDB Votes
Anjaana Anjaani,tt1499201,01 Oct 2010,"Comedy, Drama, Musical","Priyanka Chopra Jonas, Ranbir Kapoor, Carl Marino","Mamta Anand, Siddharth Anand, Vishal Dadlani",Siddharth Anand,"After numerous attempts at suicide fail, a couple decides to live it up, then kill themselves on New Year's Day.",5.7,"6,754"
Deewana,tt0126871,25 Jun 1992,"Action, Comedy, Crime","Rishi Kapoor, Divya Bharti, Shah Rukh Khan","Ranbir Pushp, Sagar Sarhadi",Raj Kanwar,"A singer (Rishi Kapoor) marries his biggest fan, but his uncle (Amrish Puri) plans to kill him in order to gain his money.",6.7,"6,700"
Saajan,tt0102825,30 Aug 1991,"Drama, Musical, Romance","Sanjay Dutt, Madhuri Dixit, Salman Khan",Reema Rakesh Nath,Lawrence D'Souza,A poet (Sanjay Dutt) and his best friend (Salman Khan) fall in love with the same woman (Madhuri Dixit).,7.2,"6,841"
Dasvidaniya,tt1288638,07 Nov 2008,"Comedy, Drama","Vinay Pathak, Sarita Joshi, Rajat Kapoor","Kailash Kher, Arshad Syed",Shashant Shah,"A man who loves to make ""to-do lists"" makes one last bucket list when he realizes he is about to die.",7.8,"6,333"
Baar Baar Dekho,tt5197544,09 Sep 2016,"Action, Comedy, Drama","Sidharth Malhotra, Katrina Kaif, Sayani Gupta","Sri Rao, Nitya Mehra, Anuvab Pal",Nitya Mehra,The highs and lows of a romantic relationship are examined through flashbacks and flash-forwards.,5.3,"7,023"
Lipstick Under My Burkha,tt4807830,08 Sep 2017,"Comedy, Drama","Aahana Kumra, Ratna Pathak Shah, Konkona Sen Sharma","Gazal Dhaliwal, Suhani Kanwar, Alankrita Shrivastava",Alankrita Shrivastava,"In order to be independent and break free from the conservative society, four women sets on a journey to discover freedom and happiness.",6.8,"6,781"
Half Girlfriend,tt5474042,19 May 2017,"Drama, Romance","Shraddha Kapoor, Arjun Kapoor, Vikrant Massey","Chetan Bhagat, Tushar Hiranandani, Ishita Moitra",Mohit Suri,"Madhav meets a girl named Riya and falls in love. After stuggling to convince her to be his girlfriend, she half heartedly agrees to be his ""Half Girlfriend""",4.5,"7,168"
Batla House,tt8869978,15 Aug 2019,"Action, Crime, Drama","Mrunal Thakur, John Abraham, Nora Fatehi",Ritesh Shah,Nikkhil Advani,"In 2008, a violent shootout with terror suspects leaves one police officer struggling to hunt down the fugitives and justify the police action.",7.2,"11,622"
Mr. and Mrs. Khiladi,tt8869978,15 Aug 2019,"Action, Crime, Drama","Mrunal Thakur, John Abraham, Nora Fatehi",Ritesh Shah,Nikkhil Advani,"In 2008, a violent shootout with terror suspects leaves one police officer struggling to hunt down the fugitives and justify the police action.",7.2,"11,622"
The Accidental Prime Minister,tt6986710,11 Jan 2019,"Biography, Drama","Anupam Kher, Akshaye Khanna, Suzanne Bernert","Sanjaya Baru, Karl Dunne, Vijay Ratnakar Gutte",Vijay Ratnakar Gutte,Explores Manmohan Singh's tenure as the Prime Minister of India and the kind of control he had over the cabinet and the country.,6.0,"7,647"
Anjaam,tt0109134,22 Apr 1994,"Drama, Thriller","Madhuri Dixit, Shah Rukh Khan, Tinnu Anand","Sutanu Gupta, Rumi Jaffery, Gautam Rajadhyaksha",Rahul Rawail,Vijay falls in love Shivani and proposes her only to be rejected every time. However his love turns into an obsession and turns her life into a hell.,6.6,"6,490"
The Tashkent Files,tt8108268,12 Apr 2019,"Drama, Mystery, Thriller","Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah",Vivek Agnihotri,Vivek Agnihotri,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",8.1,"32,144"
Padosan,tt0063404,29 Nov 1968,"Comedy, Musical, Romance","Sunil Dutt, Saira Banu, Mehmood",Rajendra Krishan,Jyoti Swaroop,A simple man from a village falls in love with his new neighbor. He enlists the help of his musical-theater friends to woo the lovely girl-next-door away from her music teacher.,8.1,"6,831"
Satyameva Jayate,tt8202612,15 Aug 2018,"Action, Crime, Drama","John Abraham, Manoj Bajpayee, Aisha Sharma",Milap Zaveri,Milap Zaveri,An honest cop attempts to hunt down a vigilante who kills corrupt cops by setting them on fire.,5.7,"7,298"
Mukkabaaz,tt8202612,15 Aug 2018,"Action, Crime, Drama","John Abraham, Manoj Bajpayee, Aisha Sharma",Milap Zaveri,Milap Zaveri,An honest cop attempts to hunt down a vigilante who kills corrupt cops by setting them on fire.,5.7,"7,298"
Grand Masti,tt2476154,13 Sep 2013,"Comedy, Drama, Thriller","Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani","Tushar Hiranandani, Milap Zaveri",Indra Kumar,"Meet, Prem, and Amar look to have a blast at their college reunion, though they soon find themselves in another predicament.",4.4,"6,224"
Masti,tt0406977,09 Apr 2004,"Comedy, Crime, Mystery","Ajay Devgn, Vivek Oberoi, Aftab Shivdasani","Milap Zaveri, Tushar Hiranandani",Indra Kumar,"Bored of their wives, best friends, Meet, Prem and Amar, reunite after three years and decide to have an affair - but instead become the prime suspects in a murder investigation.",6.2,"6,456"
Stanley Ka Dabba,tt1907761,13 May 2011,"Comedy, Drama, Family","Partho A. Gupte, Numaan Sheikh, Abhishek Reddy",Amole Gupte,Amole Gupte,"A school-teacher, who forces children to share their food with him, forbids one from entering the school until he brings his own Tiffin/Lunch-box.",7.8,"6,979"
Fire,tt0116308,22 Aug 1997,"Comedy, Crime, Drama","Shabana Azmi, Nandita Das, Karishma Jhalani",Deepa Mehta,Deepa Mehta,"Two deranged women who are abandoned by their husbands, find love and solace in each other.",7.1,"6,030"
De De Pyaar De,tt8647400,17 May 2019,"Comedy, Drama, Romance","Ajay Devgn, Tabu, Rakul Preet Singh","Surabhi Bhatnagar, Tarun Jain, Luv Ranjan",Akiv Ali,A 50-year-old single father faces disapproval from his family and his ex-wife when he falls in love with a 26-year-old woman.,6.5,"8,186"
Khiladiyon Ka Khiladi,tt0246729,14 Jun 1996,"Action, Crime, Drama","Akshay Kumar, Rekha, Raveena Tandon","Umesh Mehra, Anand S. Vardhan",Umesh Mehra,A man (Akshay Kumar) searches for his missing brother (Inder Kumar) who is also wanted by the police.,6.1,"6,054"
Bluffmaster!,tt0476527,16 Dec 2005,"Comedy, Crime, Drama","Abhishek Bachchan, Priyanka Chopra Jonas, Riteish Deshmukh","Rajat Arora, Shridhar Raghavan",Rohan Sippy,"A conman Roy, gets dumped by his girl-friend. Then he finds out he has a fatal disease. On the verge of death, he resolves to do some good, by helping his apprentice Dittu hoodwink the mobster who hurt his (Dittu's) family.",6.6,"6,337"
Mumbai Meri Jaan,tt1266583,22 Aug 2008,Drama,"Paresh Rawal, Kay Kay Menon, Irrfan Khan","Yogesh Vinayak Joshi, Upendra Sidhaye",Nishikant Kamat,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers.",7.7,"6,339"
Chamatkar,tt0126234,08 Jul 1992,"Comedy, Drama, Fantasy","Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar","Shaukat Baig, Lilliput, Rajiv Mehra",Rajiv Mehra,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",6.5,"6,186"
Dor,tt0824316,22 Sep 2006,Drama,"Ayesha Takia, Shreyas Talpade, Gul Panag","Nagesh Kukunoor, Mir Ali Husain, T.A. Razak",Nagesh Kukunoor,"Two woman --different backgrounds, miles apart, and strangers to each other-- are linked by tragedy. Their new-found friendship is tested as one holds the fate of the other's husband in her hands.",8.0,"6,014"
Kis Kisko Pyaar Karoon,tt4302956,25 Sep 2015,"Comedy, Romance","Kapil Sharma, Simran Kaur Mundi, Manjari Fadnnis","Anukalp Goswami, Kis Kisko Pyaar Karoon, Sonu Sinha","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","A comedy or errors, wherein a married man attempts to juggle his three wives along with his current girlfriend.",5.6,"6,021"
Main Khiladi Tu Anari,tt0110438,23 Sep 1994,"Action, Comedy","Akshay Kumar, Saif Ali Khan, Shilpa Shetty Kundra","Sachin Bhowmick, Kader Khan",Sameer Malkan,A Bombay police officer seeks revenge when his brother is killed by a powerful underworld figure. Things get complicated when a matinee movie idol begins to shadow the policeman so he can research a movie role.,6.6,"6,129"
Hunterrr,tt4333674,20 Mar 2015,"Comedy, Romance","Gulshan Devaiah, Radhika Apte, Sai Tamhankar","Harshavardhan Kulkarni, Vijay Maurya",Harshavardhan Kulkarni,"Mandar, an ordinary guy is obsessed with sex and chases girls until he meets Tripti and decides to settle down with her.",7.0,"6,214"
Jannat,tt8843162,24 Aug 2018,"Crime, Drama","Saimon Sadik, Mahiya Mahi, Aliraj","Mustafizur Rahman Manik, Asad Zaman",Mustafizur Rahman Manik,Relationship of an ordinary rural couple who were brought up in strict religious regulations gets complicated and distant due to the changes of the guy and getting involved in a huge criminal activity.,5.8,31
Welcome Back,tt3159708,04 Sep 2015,"Action, Comedy, Crime","John Abraham, Abhinay Raj Singh, Anil Kapoor","Anees Bazmee, Rajeev Kaul, Rajan Agarwal",Anees Bazmee,"A pair of reformed gangsters try to find a husband for their newly discovered sister, but complications arise due to mistaken identities.",4.2,"6,016"
Bombay Velvet,tt2979920,15 May 2015,"Action, Crime, Drama","Ranbir Kapoor, Anushka Sharma, Karan Johar","Vasan Bala, Anurag Kashyap, Gyan Prakash",Anurag Kashyap,An ordinary man goes against all odds and forges his destiny to become a 'Big Shot'.,5.5,"5,945"
Daawat-e-Ishq,tt3398052,19 Sep 2014,"Comedy, Drama, Romance","Aditya Roy Kapoor, Parineeti Chopra, Anupam Kher","Habib Faisal, Jyoti Kapoor",Habib Faisal,"A story of Gullu, a Hyderabadi girl frustrated with dowry-seeking men and Taru (a charming Lucknawi cook), who crush old-fashioned world-view.",6.1,"5,748"
All the Best: Fun Begins,tt1433905,16 Oct 2009,"Action, Comedy, Drama","Sanjay Dutt, Ajay Devgn, Fardeen Khan","Robin Bhatt, Kumaar, Bunty Rathore",Rohit Shetty,The unexpected arrival of his elder NRI brother and assorted characters complicates the life of a Goan male.,6.2,"6,309"
Action Replayy,tt1396208,05 Nov 2010,"Comedy, Romance, Sci-Fi","Akshay Kumar, Aishwarya Rai Bachchan, Aditya Roy Kapoor","Irshad Kamil, Aatish Kapadia, Suresh Nair",Vipul Amrutlal Shah,A young man tries to revive his parents' wilting marriage by traveling to the 1970s when their romance was budding and make it bloom: something more complex than he expects.,4.2,"6,212"
7 Khoon Maaf,tt1629376,18 Feb 2011,"Comedy, Drama, Mystery","Priyanka Chopra Jonas, Vivaan Shah, Neil Nitin Mukesh","Ruskin Bond, Matthew Robbins, Vishal Bhardwaj",Vishal Bhardwaj,"Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",6.2,"5,945"
Mausam,tt1627924,23 Sep 2011,"Drama, Romance, War","Shahid Kapoor, Sonam Kapoor, Anupam Kher","Carl Austin, Pankaj Kapur",Pankaj Kapur,"A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths.",4.8,"5,409"
Salaam-e-Ishq: A Tribute to Love,tt1627924,23 Sep 2011,"Drama, Romance, War","Shahid Kapoor, Sonam Kapoor, Anupam Kher","Carl Austin, Pankaj Kapur",Pankaj Kapur,"A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths.",4.8,"5,409"
Hum Hain Rahi Pyar Ke,tt0107166,05 Jul 1993,"Comedy, Drama, Romance","Aamir Khan, Juhi Chawla, Sharokh Bharucha","Robin Bhatt, Aamir Khan, Sujit Sen",Mahesh Bhatt,Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home...,7.3,"5,773"
Bhavesh Joshi Superhero,tt6129302,01 Jun 2018,"Action, Crime, Drama","Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma","Vikramaditya Motwane, Anurag Kashyap, Abhay Koranne",Vikramaditya Motwane,"The origin story of Bhavesh Joshi, an Indian superhero, who sets out to fulfill his slain friend's wish to clean and reform the country, by training himself to fight and wearing a mask.",7.6,"8,791"
Gangster,tt0495032,28 Apr 2006,"Action, Crime, Drama","Kangana Ranaut, Shiney Ahuja, Emraan Hashmi","Mahesh Bhatt, Girish Dhamija, Anurag Basu",Anurag Basu,"In Seoul, a gangster's alcoholic moll falls in love with another man.",7.2,"6,136"
Love Sex Aur Dhokha,tt1608777,19 Mar 2010,"Comedy, Crime, Drama","Nushrratt Bharuccha, Anshuman Jha, Neha Chauhan","Dibakar Banerjee, Kanu Behl",Dibakar Banerjee,"A video camcorder, a store security camera, and concealed cameras candidly expose lives in three loosely-linked tales.",7.2,"5,646"
Kismat Konnection,tt1105733,18 Jul 2008,"Comedy, Drama, Romance","Shahid Kapoor, Vidya Balan, Vishal Malhotra","Sanjay Chhel, Sai Kabir, Ashish Kariya",Aziz Mirza,"A luckless architect discovers a social activist to be his lucky charm. Unfortunately, she's protecting the community center he's aiming to win a contract to tear down.",5.3,"5,603"
Malamaal Weekly,tt0476805,10 Mar 2006,"Comedy, Drama","Paresh Rawal, Om Puri, Riteish Deshmukh","Manisha Korde, Priyadarshan, Chandu Shah",Priyadarshan,"Lilaram sells lottery tickets and one customer has hit the jackpot but dies of shock upon finding out that he has won. Now, Lilaram wants all the money, and so does everyone around him.",6.9,"6,939"
Azhar,tt4906984,13 May 2016,"Biography, Drama, Sport","Emraan Hashmi, Nargis Fakhri, Prachi Desai","Rajat Arora, Aditi Mediratta",Anthony D'Souza,"Biographical sports drama based on the life of former Indian international cricketer, Mohammad Azharuddin",5.8,"5,622"
Aligarh,tt5121000,26 Feb 2016,"Biography, Drama","Manoj Bajpayee, Rajkummar Rao, Ashish Vidyarthi","Apurva Asrani, Ishani Banerjee",Hansal Mehta,"A gay, linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation.",7.8,"7,017"
Ki & Ka,tt6967980,18 Aug 2017,"Comedy, Romance","Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao","Bareilly Ki Barfi, Shreyas Jain, Nitesh Tiwari",Ashwiny Iyer Tiwari,"Set in the small-town of Bareilly, Bitti is a free-spirited young girl who lives life on her own terms and refuses to be pressured into getting married. Her life takes a shift when she meets Chirag Dubey and Pritam Vidrohi.",7.5,"23,121"
Sangharsh,tt0111068,03 Sep 1999,"Action, Crime, Drama","Preity Zinta, Akshay Kumar, Ashutosh Rana","Mahesh Bhatt, Girish Dhamija, Thomas Harris",Tanuja Chandra,"A rookie CBI officer must enlist the help of an incarcerated criminal in order to catch a serial child killer, who has recently escaped police custody.",6.7,"5,519"
Total Dhamaal,tt7639372,22 Feb 2019,"Action, Adventure, Comedy","Ajay Devgn, Anil Kapoor, Madhuri Dixit","Paritosh Painter, Ved Prakash, Bunty Rathore",Indra Kumar,A group of people learn about a hidden treasure and then they race to find it and claim it.,4.1,"6,947"
Naam Shabana,tt6170954,31 Mar 2017,"Action, Drama, Thriller","Taapsee Pannu, Akshay Kumar, Manoj Bajpayee","Neeraj Pandey, Rajshri Sudhakar",Shivam Nair,"This Spin-off from Baby (2015) provides the back-story of intelligence agent Shabana, and chronicles how she becomes a spy.",6.2,"6,686"
Hamari Adhuri Kahani,tt3483612,12 Jun 2015,"Drama, Romance","Emraan Hashmi, Vidya Balan, Rajkummar Rao","Mahesh Bhatt, Shagufta Rafique",Mohit Suri,"A single mother finds solace with a wealthy, but lonely hotel magnate, together they find love until her past comes back to confront her.",6.7,"6,021"
Pyaasa,tt0050870,19 Feb 1957,"Drama, Musical, Romance","Guru Dutt, Waheeda Rehman, Mala Sinha","Abrar Alvi, François-Xavier Durandy",Guru Dutt,A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,8.3,"6,335"
ABCD 2,tt6049376,22 Jun 2015,Music,Vivek Verma,N/A,Rahul Singh Rathod,N/A,N/A,N/A
Thank You,tt1720254,08 Apr 2011,Comedy,"Akshay Kumar, Sonam Kapoor, Bobby Deol","Rajan Agarwal, Ikram Akhtar, Nisar Akhtar",Anees Bazmee,Three wives engage the services of a private investigator after they suspect their respective husbands of infidelity.,4.7,"5,763"
Joker,tt7286456,04 Oct 2019,"Crime, Drama, Thriller","Joaquin Phoenix, Robert De Niro, Zazie Beetz","Todd Phillips, Scott Silver, Bob Kane",Todd Phillips,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,8.4,"1,192,232"
Qarib Qarib Singlle,tt10944632,16 Feb 2018,Short,"Irrfan Khan, Parvathy Thiruvothu",Varun Grover (lyricist),Tanuja Chandra,N/A,7.4,9
Ghayal: Once Again,tt4683366,05 Feb 2016,"Action, Crime, Drama","Sunny Deol, Soha Ali Khan, Om Puri","Shaktimaan Talwar, Sagar Pandya, Sanjay Masoomm",Sunny Deol,"When a video of his mentor's murder surfaces, an investigative journalist takes action to find those responsible.",6.2,"5,155"
Chashme Baddoor,tt2229848,05 Apr 2013,"Comedy, Drama","Ali Zafar, Siddharth, Divyendu Sharma","David Dhawan, Renuka Kunzru, Sai Paranjape",David Dhawan,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",5.4,"5,131"
Ferrari Ki Sawaari,tt2122340,15 Jun 2012,"Comedy, Drama, Family","Sharman Joshi, Boman Irani, Ritvik Sahore","Vidhu Vinod Chopra, Rajesh Mapuskar, Rajkumar Hirani",Rajesh Mapuskar,How the pursuit of an Indian cricket legend's Ferrari makes a young boy's dreams of playing cricket at Lords a reality.,6.4,"5,420"
